month,year,habitat_sqm,scenario,lifestage,run
7,1988,76890.28162574896,baseline_action5_2026-03-01,juv,winter
7,1989,85533.66404941198,baseline_action5_2026-03-01,juv,winter
7,1990,72526.23039604606,baseline_action5_2026-03-01,juv,winter
7,1991,94007.87334317286,baseline_action5_2026-03-01,juv,winter
7,1992,92551.53076936163,baseline_action5_2026-03-01,juv,winter
7,1993,72526.23039604606,baseline_action5_2026-03-01,juv,winter
7,1994,86476.41692173053,baseline_action5_2026-03-01,juv,winter
7,1995,72526.23039604606,baseline_action5_2026-03-01,juv,winter
7,1996,72526.23039604606,baseline_action5_2026-03-01,juv,winter
7,1997,72526.23039604606,baseline_action5_2026-03-01,juv,winter
7,1998,72526.23039604606,baseline_action5_2026-03-01,juv,winter
7,1999,72526.23039604606,baseline_action5_2026-03-01,juv,winter
7,2000,72526.23039604606,baseline_action5_2026-03-01,juv,winter
8,1980,92744.34952669327,baseline_action5_2026-03-01,juv,winter
